timestamp,CMC
1755490800,0.2447159
1755491100,0.2448087
1755491400,0.2452861
1755491700,0.2456870
1755492000,0.2465021
1755492300,0.2463808
1755492600,0.2460887
1755492900,0.2462617
1755493200,0.2460559
1755493500,0.2463036
1755493800,0.2467500
1755494100,0.2469154
1755494400,0.2463749
1755494700,0.2459101
1755495000,0.2456154
1755495300,0.2454053
1755495600,0.2448471
1755495900,0.2444308
1755496200,0.2444162
1755496500,0.2446826
1755496800,0.2454331
1755497100,0.2446607
1755497400,0.2443043
1755497700,0.2441281
1755498000,0.2437664
1755498300,0.2428433
1755498600,0.2428599
1755498900,0.2431493
1755499200,0.2435887
1755499500,0.2431670
1755499800,0.2429357
1755500100,0.2432463
1755500400,0.2435433
1755500700,0.2437107
1755501000,0.2436816
1755501300,0.2434896
1755501600,0.2433038
1755501900,0.2430859
1755502200,0.2428084
1755502500,0.2426776
1755502800,0.2435117
1755503100,0.2437085
1755503400,0.2434468
1755503700,0.2431399
1755504000,0.2429656
1755504300,0.2429211
1755504600,0.2428729
1755504900,0.2429127
1755505200,0.2426336
1755505500,0.2429490
1755505800,0.2427938
1755506100,0.2427738
1755506400,0.2424605
1755506700,0.2423740
1755507000,0.2417330
1755507300,0.2405318
1755507600,0.2403135
1755507900,0.2401751
1755508200,0.2399993
1755508500,0.2399920
1755508800,0.2394139
1755509100,0.2393679
1755509400,0.2390850
1755509700,0.2388345
1755510000,0.2399053
1755510300,0.2407414
1755510600,0.2416532
1755510900,0.2416559
1755511200,0.2413864
1755511500,0.2411757
1755511800,0.2408796
1755512100,0.2407218
1755512400,0.2405868
1755512700,0.2411541
1755513000,0.2414774
1755513300,0.2414984
1755513600,0.2420975
1755513900,0.2421740
1755514200,0.2423060
1755514500,0.2420168
1755514800,0.2419796
1755515100,0.2418445
1755515400,0.2418186
1755515700,0.2415679
1755516000,0.2415221
1755516300,0.2415307
1755516600,0.2413968
1755516900,0.2412191
1755517200,0.2414432
1755517500,0.2414709
1755517800,0.2414055
1755518100,0.2404073
1755518400,0.2404963
1755518700,0.2406211
1755519000,0.2412108
1755519300,0.2417580
1755519600,0.2418778
1755519900,0.2418914
1755520200,0.2420020
1755520500,0.2423026
1755520800,0.2426339
1755521100,0.2428730
1755521400,0.2431881
1755521700,0.2435805
1755522000,0.2438464
1755522300,0.2441890
1755522600,0.2442817
1755522900,0.2437188
1755523200,0.2439715
1755523500,0.2447824
1755523800,0.2449711
1755524100,0.2449014
1755524400,0.2446262
1755524700,0.2439258
1755525000,0.2434143
1755525300,0.2428352
1755525600,0.2426078
1755525900,0.2425103
1755526200,0.2423089
1755526500,0.2421133
1755526800,0.2428117
1755527100,0.2432285
1755527400,0.2435219
1755527700,0.2435044
1755528000,0.2428997
1755528300,0.2428629
1755528600,0.2419447
1755528900,0.2427270
1755529200,0.2431714
1755529500,0.2442791
1755529800,0.2434678
1755530100,0.2432638
1755530400,0.2428776
1755530700,0.2429418
1755531000,0.2428015
1755531300,0.2424064
1755531600,0.2434338
1755531900,0.2440591
1755532200,0.2442606
1755532500,0.2444929
1755532800,0.2447413
1755533100,0.2455524
1755533400,0.2460831
1755533700,0.2459439
1755534000,0.2449128
1755534300,0.2445500
1755534600,0.2442744
1755534900,0.2439011
1755535200,0.2433955
1755535500,0.2434090
1755535800,0.2435789
1755536100,0.2432544
1755536400,0.2432673
1755536700,0.2437453
1755537000,0.2434970
1755537300,0.2441516
1755537600,0.2452725
1755537900,0.2456494
1755538200,0.2461510
1755538500,0.2471386
1755538800,0.2478596
1755539100,0.2477446
1755539400,0.2461356
1755539700,0.2458464
1755540000,0.2455513
1755540300,0.2446907
1755540600,0.2446710
1755540900,0.2444775
1755541200,0.2445485
1755541500,0.2449520
1755541800,0.2453201
1755542100,0.2452530
1755542400,0.2450814
1755542700,0.2451718
1755543000,0.2455225
1755543300,0.2460408
1755543600,0.2463114
1755543900,0.2466418
1755544200,0.2466477
1755544500,0.2450764
1755544800,0.2455412
1755545100,0.2452633
1755545400,0.2450488
1755545700,0.2450499
1755546000,0.2448293
1755546300,0.2446230
1755546600,0.2446769
1755546900,0.2447073
1755547200,0.2451866
1755547500,0.2450013
1755547800,0.2449932
1755548100,0.2453996
1755548400,0.2457278
1755548700,0.2455159
1755549000,0.2455911
1755549300,0.2457484
1755549600,0.2444994
1755549900,0.2445020
1755550200,0.2449004
1755550500,0.2453522
1755550800,0.2456100
1755551100,0.2459396
1755551400,0.2458580
1755551700,0.2461087
1755552000,0.2469005
1755552300,0.2470320
1755552600,0.2471112
1755552900,0.2470080
1755553200,0.2465524
1755553500,0.2466296
1755553800,0.2461288
1755554100,0.2469100
1755554400,0.2472891
1755554700,0.2479169
1755555000,0.2486021
1755555300,0.2486718
1755555600,0.2490647
1755555900,0.2492272
1755556200,0.2489379
1755556500,0.2490877
1755556800,0.2486136
1755557100,0.2484037
1755557400,0.2480294
1755557700,0.2478659
1755558000,0.2476109
1755558300,0.2474481
1755558600,0.2471073
1755558900,0.2470622
1755559200,0.2465894
1755559500,0.2464368
1755559800,0.2463640
1755560100,0.2457755
1755560400,0.2451133
1755560700,0.2449419
1755561000,0.2444248
1755561300,0.2448466
1755561600,0.2450187
1755561900,0.2449859
1755562200,0.2448571
1755562500,0.2447110
1755562800,0.2447585
1755563100,0.2439581
1755563400,0.2432436
1755563700,0.2428945
1755564000,0.2439742
1755564300,0.2439148
1755564600,0.2452086
1755564900,0.2460855
1755565200,0.2461261
1755565500,0.2467446
1755565800,0.2468899
1755566100,0.2465722
1755566400,0.2458971
1755566700,0.2451896
1755567000,0.2450903
1755567300,0.2443084
1755567600,0.2437971
1755567900,0.2436123
1755568200,0.2433982
1755568500,0.2433428
1755568800,0.2436500
1755569100,0.2433123
1755569400,0.2429975
1755569700,0.2430808
1755570000,0.2429213
1755570300,0.2427515
1755570600,0.2429855
1755570900,0.2431251
1755571200,0.2430976
1755571500,0.2434116
1755571800,0.2431220
1755572100,0.2433215
1755572400,0.2428013
1755572700,0.2423737
1755573000,0.2417876
1755573300,0.2419298
1755573600,0.2421527
1755573900,0.2413149
1755574200,0.2410783
1755574500,0.2407863
1755574800,0.2403308
1755575100,0.2399260
1755575400,0.2391375
1755575700,0.2385229
1755576000,0.2385471
1755576300,0.2383288
1755576600,0.2375043
1755576900,0.2376838
1755577200,0.2380334
1755577500,0.2379971
1755577800,0.2380269
1755578100,0.2384526
1755578400,0.2389039
1755578700,0.2393143
1755579000,0.2394616
1755579300,0.2398128
1755579600,0.2400616
1755579900,0.2408229
1755580200,0.2402996
1755580500,0.2397141
1755580800,0.2401150
1755581100,0.2399710
1755581400,0.2402121
1755581700,0.2402045
1755582000,0.2401956
1755582300,0.2406416
1755582600,0.2403585
1755582900,0.2401600
1755583200,0.2400675
1755583500,0.2394248
1755583800,0.2391556
1755584100,0.2393999
1755584400,0.2392333
1755584700,0.2398707
1755585000,0.2399924
1755585300,0.2402097
1755585600,0.2404717
1755585900,0.2402903
1755586200,0.2397140
1755586500,0.2395101
1755586800,0.2395824
1755587100,0.2393038
1755587400,0.2390473
1755587700,0.2389024
1755588000,0.2385267
1755588300,0.2382612
1755588600,0.2383090
1755588900,0.2381903
1755589200,0.2385320
1755589500,0.2381595
